,1: token_001f,2: token_002f,3: token_003f,4: token_004f,5: token_005f,6: token_006f,7: token_007f,8: token_008f,9: token_009f,10: token_010f,11: token_011f,12: token_012f,13: token_013f,14: token_014f,15: token_015f,16: token_016f,17: token_017f,18: token_018f,19: token_019f,20: token_020f,21: token_021f,22: token_022f,23: token_023f,24: token_024f,25: token_025f,26: token_026f,27: token_027f,28: token_028f,29: token_029f,30: token_030f,31: token_031f,32: token_032f,33: token_033f,34: token_034f,35: token_035f,36: token_036f,37: token_037f,38: token_038f,39: token_039f,40: token_040f,41: token_041f,42: token_042f,43: token_043f,44: token_044f,45: token_045f,46: token_046f,47: token_047f,48: token_048f,49: token_049f,50: token_050f,51: token_051f,52: token_052f,53: token_053f,54: token_054f,55: token_055f,56: token_056f,57: token_057f,58: token_058f,59: token_059f,60: token_060f,61: token_061f,62: token_062f,63: token_063f,64: token_064f,65: token_065f,66: token_066f,67: token_067f,68: token_068f,69: token_069f,70: token_070f,71: token_071f,72: token_072f,73: token_073f,74: token_074f,75: token_075f,76: token_076f,77: token_077f,78: token_078f,79: token_079f,80: token_080f,81: token_081f,82: token_082f,83: token_083f,84: token_084f,85: token_085f,86: token_086f,87: token_087f,88: token_088f,89: token_089f,90: token_090f,91: token_091f,92: token_092f,93: token_093f,94: token_094f,95: token_095f,96: token_096f,97: token_097f,98: token_098f,99: token_099f,100: token_100f,101: token_101f,
023c3a16.jpg,0.003440847,0.0832477,0.0003055877,0.03856314,0.01239015,0.0003503978,0.01048244,0.0003835332,0.05892203,0.01597098,0.01664926,0.03769291,0.02329749,0.00440993,0.001781801,0.09375492,0.03984748,0.0223684,0.004514335,0.001215518,0.00194748,0.07150955,0.3436508,0.009821619,0.08333638,0.002108914,0.02072456,0.01356699,0.01732806,0.0001296425,0.06956449,0.01263249,0.03050748,0.03034198,0.002477835,0.01363306,0.007574339,0.0002821239,0.01486452,0.0103204,0.06941553,0.004357054,0.07721225,0.0001161476,0.0003695581,0.002382307,0.02134547,0.006221237,0.0002745724,0.006912837,0.03282641,0.005158028,0.02500347,0.01002556,0.01612656,0.02369837,0.0002907417,0.001748519,0.01185947,0.0004141328,0.04472301,0.01655999,0.0002378061,0.07118513,0.004229709,0.006258716,0.1207172,0.03101886,0.02377589,0.003418777,0.01355054,0.001907,0.001210805,0.02359394,0.02184076,0.08574852,0.02244276,0.004705877,3.627737E-05,0.01110542,0.1014438,0.01032774,0.03647031,0.01141,0.03088036,0.05440292,0.002153541,0.0003344714,0.007337168,0.07160174,0.01749458,0.07488133,0.003771358,0.02952387,0.04337725,0.1379759,0.009461937,0.009421665,0.01134473,0.00301408,0.004703846,
024c3a16.jpg,0.01613523,0.0123046,0.00797737,0.007625729,0.02378472,0.02915312,0.0264191,0.003910569,0.001996953,0.02020006,0.0006269348,0.01770982,0.002104145,0.003588052,0.004176924,0.002897664,0.03493952,0.04466975,0.02399803,0.005065953,0.00389238,0.00341923,0.04310203,0.2512953,0.01569784,0.01374975,0.03753277,0.01521664,0.007144485,0.0009186994,0.0004761358,0.001398804,0.0110133,0.05188752,0.01355678,0.0483422,0.03713752,0.05496902,0.0362547,0.002703664,0.007362146,0.02398771,0.01089839,0.05863452,0.06979906,0.02365103,0.03798557,0.003568563,0.001957186,0.05294716,0.01787606,0.02430994,0.01130728,0.01123842,0.02404247,0.004149789,0.02234809,0.0003315414,0.007477136,0.001440167,0.006432714,0.003436995,0.01404105,0.007137526,0.01558476,0.001649919,0.01143546,0.06630381,0.0651594,0.02924371,0.01603611,0.01712311,0.04115999,0.07231694,0.02710675,0.004075847,0.03931518,0.04764553,0.002446251,0.001691105,0.05947063,0.001127432,0.04619602,0.001647965,0.05030918,4.192274E-05,0.004305451,0.002612625,0.002260663,0.01368124,0.001645625,0.004516288,0.00454122,0.04325479,0.02519322,0.009865968,0.001177232,0.01536145,0.02634976,0.1407712,0.0006420635,
025c3a16.jpg,0.004414934,0.03446678,0.0489434,0.005951017,0.003262165,0.005156149,0.04562304,0.1013874,0.05637572,0.01850915,0.04930163,0.008342149,0.03905586,0.07395244,0.01423619,0.002604937,0.0703119,0.03648897,0.01074598,0.04615767,0.09760695,0.00256089,0.05440857,0.05133118,0.0468082,0.01730692,0.007680154,0.05571844,0.04530484,0.04531617,0.04445923,0.0176785,0.005008747,0.1032899,0.01014659,0.01193776,0.005036222,0.008892462,0.15115,0.04048078,0.04458704,0.08481632,0.05032047,0.02086166,0.01690391,0.1063873,0.05277203,0.0419132,0.01072515,0.1319511,0.006383629,0.009447349,0.1849714,0.01924597,0.03672014,0.01367518,0.09006578,0.002635751,0.07656495,0.0582253,0.04517242,0.07926286,0.09477779,0.04799687,0.09936222,0.01674393,0.03590987,0.008734952,0.007344859,0.0794856,0.004492929,0.09001445,0.01589471,0.000846621,0.001300675,0.003776184,0.006146865,0.04906581,0.03971447,0.03268745,0.007167174,0.07279796,0.03206246,0.01484907,0.002387964,0.0001208268,0.1196656,0.002257098,0.02007643,0.04855756,0.127406,0.05320571,0.01258365,0.08099141,0.05425937,0.04016648,0.0008419324,0.1375071,0.009677389,0.03724134,0.01748627,
026c3a16.jpg,0.002943958,0.05527643,0.02788089,0.02169613,0.005944879,0.003122579,0.02619081,0.01839052,0.0250783,0.07250746,0.0001343737,0.001921514,0.0647036,0.005684281,0.01030397,0.009079047,0.04326509,0.009951698,0.009888705,0.05471855,0.01311503,0.01651702,0.02691876,0.02663166,0.00237224,0.5004022,0.01715955,0.006648855,0.009467975,0.001882814,0.009556125,0.001847216,0.006645389,0.08950712,0.07545651,0.004130227,0.01076756,0.01160106,0.03684767,0.04332681,0.003426918,0.005280128,0.02088243,0.03582145,0.03644145,0.002552585,0.003394859,0.0001204238,0.003404266,0.003747638,0.0002976741,0.002179999,0.0001554897,0.001982145,0.00608321,0.01270693,0.004310392,0.003897481,0.008562224,0.04749103,0.01579924,0.002373066,0.006010311,0.07416966,0.01517671,0.0181583,0.0265474,0.004388591,0.04220846,0.04042823,0.01513519,0.005778921,0.07412189,0.02656168,0.001179868,0.009311583,0.03896342,0.01338755,0.001270851,0.01284188,0.02021555,0.1797442,0.006181421,0.009850767,0.02411959,0.007138416,0.0185953,0.03525186,0.004205298,0.02915243,0.1285225,0.004762015,0.01074797,0.02053345,0.01806754,0.03785468,0.03165333,0.00712714,0.01697129,0.03071241,0.0375367,
028c3a16.jpg,0.003380813,0.07772249,0.003200939,0.004050929,0.0009474161,0.001911793,0.01784316,0.02910186,0.05140879,0.08558993,0.03137323,0.003551547,0.009931862,0.03095167,0.03504381,0.02814821,0.01915748,0.004307668,0.0275573,0.01233142,0.000854053,3.003943E-05,0.03324167,0.003462687,0.008993485,0.01470326,0.003333925,0.1573103,0.0004222803,0.0272792,0.0426065,0.007736527,0.002177764,0.00575011,0.03314495,0.001881885,0.0194641,0.007568371,0.06535561,0.009887979,0.01738842,0.02248895,0.0042828,0.009960677,0.005065878,0.00937046,0.1075852,0.02458422,0.008971584,0.02369608,0.005186852,0.003154275,0.008506912,0.03445157,0.01099428,0.03487073,0.03002474,0.0192903,0.001132774,0.136845,0.001232404,0.01282208,0.002804266,0.08377998,0.04107408,0.01494221,0.01581704,0.01888889,0.0263518,0.05573216,0.001665006,0.01541215,0.01565566,0.05485366,0.06661487,0.002165393,0.1211403,0.006932367,0.03053816,0.0008753847,0.01606996,0.003174142,0.02931304,0.02937243,0.05611911,0.03749766,0.03078266,0.007056742,0.00319278,0.1288643,0.01308801,0.006318341,0.05958634,0.06404126,0.08507428,0.204768,0.002801685,0.02891193,0.005189391,0.01766637,0.2332172,
029c3a16.jpg,0.008865623,0.02015021,0.05241569,0.01425644,0.004926127,0.003818416,0.008966063,0.03632423,0.05202797,0.006835622,0.02420091,0.0459387,0.01575064,0.05009362,0.008082217,0.004759609,0.03211083,0.03424101,0.0551654,0.02948623,0.1107197,0.001474297,0.001322759,0.007147681,0.007461149,0.03858772,0.002912536,0.004620465,0.4456809,0.07212214,0.01055,0.03789977,0.01421182,0.001106373,0.01759885,0.0068298,0.007380718,0.0207167,0.1969828,0.03447764,0.01408185,0.003182682,0.0768408,0.03575589,0.0002785743,0.004759628,0.01931642,0.023579,0.1291532,0.05248376,0.02089549,0.003695928,0.02436835,0.01601513,0.02177358,0.06335755,0.01910782,0.1221228,0.03857918,0.0004993864,0.04264725,0.002492793,0.009319844,0.002244936,0.0527035,0.02034339,0.006870181,0.001541993,0.009079157,0.09095567,0.001874813,0.02910399,0.00500899,0.011428,0.002627917,0.01311197,0.01544153,0.001899962,0.004565208,0.00402809,0.01198704,0.07016697,0.06016144,0.01926242,0.000322945,0.005158838,0.01004582,0.01628659,0.01263575,0.04607112,0.01715069,0.01635307,0.001214233,0.009086582,0.05622963,0.001480554,0.01289205,0.0014314,0.03577939,0.09059606,0.01219612,
030c3a16.jpg,0.002096599,0.02507109,0.02557531,0.0004199093,0.02891015,0.02615652,0.02864038,0.1259548,0.02178063,0.04537563,0.001882935,0.08887431,0.006972932,0.02633714,0.003377627,0.003153912,0.00671216,0.009517089,0.006786483,0.03050486,0.001492683,0.006214774,0.00539912,0.0008195444,0.007097134,0.04129089,0.04045589,0.07962621,0.00899247,0.1919549,0.007055658,0.0625824,0.001469869,0.005065699,0.00918309,0.004816478,0.001956449,0.01428636,0.05061356,0.05732712,0.003161191,0.00786104,0.001669367,0.09436645,0.007606045,0.05073854,0.01504978,0.0398261,0.08956449,0.01235584,0.0009294461,0.0816805,0.02547741,0.001012812,0.03711738,0.002308414,0.01998723,0.00738363,0.01011846,0.02027868,0.001935161,0.0005837961,0.003598605,0.04482466,0.01039671,0.01164607,0.003380565,0.003511312,0.02404368,0.010238,0.0009917588,0.009005092,0.009372323,0.01488525,0.007890022,0.004706109,0.006182981,0.02305635,0.008904288,0.01346856,0.02072847,0.03054612,0.000130533,0.04193386,0.2296728,0.00333144,0.02536316,0.0001027278,0.0142708,0.0232147,0.0791775,0.00731419,0.03837423,0.001456864,0.01399358,0.002939263,0.02352703,0.01151578,0.05618081,0.08595299,0.08820557,
031c3a16.jpg,0.02065956,0.0558446,0.0239064,0.04428366,0.01066023,0.01380247,0.1769832,0.06314956,0.0862678,0.003609646,0.0001113068,0.03397726,9.685443E-05,0.01043892,0.09639749,0.02348329,0.07673247,0.09662315,0.05016967,0.001735931,0.002345028,0.0005774907,0.06361701,0.0240474,0.1912079,0.02140635,0.0005168371,0.014013,8.728692E-05,0.002469155,0.1404402,0.03380276,0.03919664,0.03764195,0.00887847,0.01642759,0.01096174,0.04367749,0.01793665,0.01321162,0.003399981,0.006022727,0.04067551,0.001383305,0.03512709,0.01971789,0.005558584,0.003589371,0.007404997,0.03103257,0.03442552,0.04550248,0.03624486,0.01002677,0.01323699,0.01215837,0.01586747,0.02277881,0.01221365,0.01109207,0.02740713,0.000243169,0.02359646,0.005685813,0.004514666,0.002097907,0.0158003,0.003154462,0.004412981,0.01259182,0.00584957,0.005157126,0.04746147,0.001682512,0.002899966,0.01838149,0.02752141,0.01015138,0.0001877978,0.001874124,0.01048997,0.09953313,0.00518866,0.006475099,0.03528056,0.00150107,0.01508401,0.0007232563,0.101953,0.002697053,0.01300118,0.09214688,0.02574029,0.03339706,0.02037437,0.01478938,0.001598848,0.03999998,0.001139254,0.026607,0.04956256,
032c3a16.jpg,0.003140424,0.003255183,0.002621813,0.001924819,0.007158298,0.001016497,0.04978722,0.02228713,0.02902481,0.0009699783,0.01919721,0.004926348,0.1728418,0.03217929,0.05953601,0.01775526,0.01702718,0.003678292,0.0009940865,0.00964087,0.005810991,0.01897269,0.002932386,0.01050637,0.008104052,0.047934,0.006359083,0.004733086,0.09574425,0.007278894,0.03226886,0.2015354,0.02087857,0.1311069,0.04410392,0.0009903634,0.02517488,0.01849096,0.06615933,0.01998578,0.00175154,0.001406118,0.007849805,0.007308784,0.000391064,0.003037857,0.1080857,0.02645017,0.02554748,0.003398315,0.0002273512,0.01329589,0.0280595,0.07009135,0.04199723,0.006149826,0.01725276,0.0008336651,0.001070495,0.008294953,0.01856848,0.02589207,0.0006737151,0.0177176,0.0500091,0.002408058,0.006533372,0.02770981,0.01866948,0.002141455,0.009670611,0.07902604,0.03160923,0.01613113,0.01390498,0.01504256,0.05552915,0.00459748,0.0005339448,0.006710346,0.02168387,0.01967376,0.003891288,0.0124,0.02333696,0.009953925,0.05377655,0.009264273,0.06305099,0.01578329,0.04108898,0.1527965,0.003218329,0.01143937,0.004843754,0.01125294,0.09556509,0.02776768,0.002094775,0.04460307,0.03617981,
033c3a16.jpg,0.002574302,0.05173617,0.02417228,0.01359976,0.01466779,0.009865347,0.02567273,0.0004252202,0.02478187,0.02599378,0.0007121439,0.001745577,0.005187368,0.02834166,0.07521303,0.00183685,0.02790042,0.0006515262,0.001984966,0.01975164,0.004492549,0.01914582,0.02702097,0.01257574,0.02890903,0.0235975,0.005883203,0.06640106,0.006017339,0.0163634,0.0003023143,0.009374688,0.939923,0.01714075,0.04196884,0.009827835,0.004438139,0.08322934,0.05665916,0.0489526,0.01752535,0.00702162,0.008671127,0.008379718,0.009607989,0.09160365,0.03659702,0.02969971,0.03431794,0.005651764,0.02136606,0.007644303,0.01422891,0.07743995,0.001253763,0.002534306,0.03339283,0.02921584,0.003662518,0.0132571,0.0308997,0.0396507,0.004260824,0.03454742,0.04509758,0.008583279,0.1342243,0.005460845,0.002681084,0.006747356,0.01901829,0.01923964,0.005651497,0.04264801,0.005748958,0.08286133,0.09451418,0.01206599,0.001319121,0.07097129,0.0640776,0.007976414,0.0007906065,0.06960735,0.001506883,0.0007615156,0.01915354,0.00130315,0.003252585,0.01083059,0.1461364,0.05803246,0.01129167,0.0002507277,0.0001809131,0.02003689,0.00838893,0.01315461,0.001644049,0.009882843,0.03806196,
034c3a16.jpg,7.015831E-05,0.0006258651,0.004093141,0.009930322,0.0001789481,0.03000044,0.02938116,0.005188319,0.00292368,0.03030714,0.0002018766,0.002635316,0.0138689,0.001297249,0.004981264,0.0005313697,0.05383017,0.005433779,0.0005035164,0.03139986,0.0006590111,0.01355861,0.02947712,0.007332952,0.03070254,0.007951633,0.003525332,0.01214723,0.01458105,0.0005187194,0.0007493831,0.01156962,0.007371722,0.06515563,0.026978,0.0007478593,0.00484326,0.0006583955,0.003769407,0.01228787,0.01378166,0.04215159,0.009760755,0.021774,0.03148687,0.001403732,0.01899442,0.008588095,0.07482963,0.0004532589,0.002142005,0.001056944,0.002545014,0.00200426,0.01853868,0.002628577,0.0008325416,0.008338178,0.01622427,0.005278911,0.04858157,0.007904819,0.001699139,0.005585285,0.001051758,0.005065978,0.008186848,0.0002192188,0.006675049,0.03934112,0.006534424,0.004130431,0.02802164,0.005525667,0.001812112,0.01051932,0.01690823,0.03094852,0.0435612,0.008227211,0.005464016,0.01351722,0.01601074,0.02663736,0.01130704,0.001732195,0.07494836,6.662968E-06,0.01308555,0.00157058,0.03892684,0.006856737,0.00303775,0.01119022,0.04211819,0.00811134,0.003821185,0.01863598,0.01604964,0.001609049,0.0008548208,
035c3a16.jpg,0.05842452,0.002243262,0.01003827,0.0003791094,0.0008698442,0.00864466,0.000409524,0.03668717,0.003965301,0.007244077,0.00441479,0.03248319,0.007631902,0.05042583,0.0003290142,0.00728419,0.02826913,0.01330128,0.03171318,0.0530517,0.02378082,0.04736001,0.1122091,0.03140578,0.01526198,0.02999742,0.05038975,0.09019968,0.02212393,0.001873122,0.002942488,0.09614891,0.009596291,0.006498103,0.05133434,0.0007972799,0.03802035,0.005340441,0.08535343,0.005552442,0.00545969,0.01131673,0.01637338,0.01600043,0.005065658,0.01329097,0.08713681,0.01422517,0.004844305,0.00979568,0.01035566,0.113768,0.01747031,0.08421358,0.01917177,0.01035379,0.09083438,0.01044412,0.001682549,0.003802642,0.02378412,0.000153564,0.00746146,0.01053768,0.0008014152,0.06768131,0.001300797,0.05433111,0.003048526,0.002114266,0.01367041,0.007115401,0.005340349,0.004386764,0.009013915,0.04267354,0.0109187,0.001471239,0.01368065,0.01753199,0.004568764,0.0135318,0.03000108,0.02044048,0.05298912,0.004030454,0.01936612,0.02301308,0.02302373,0.0001978144,0.0156329,0.0009805948,0.007631522,0.005459968,0.01629916,0.009259515,0.002449455,0.05396714,0.003652018,0.09796695,0.01726797,
036c3a16.jpg,0.02547112,0.01404026,0.008345967,0.006868018,0.01836432,0.02137218,0.1096318,0.0830589,0.08014985,0.0008096651,0.004789228,0.00255845,0.02917151,0.03877231,0.04652158,0.006938525,0.06367249,0.04375979,0.01511053,0.002746796,0.002236022,0.01059049,0.02565262,0.01934866,0.07800508,0.03456822,0.001461599,0.01508461,0.0169399,0.01995609,0.01959305,0.002207,0.08839524,0.0004830245,0.02792012,0.36524,0.007850632,0.01473972,0.03032374,0.0331547,0.004260869,0.0249393,0.0460311,0.001659081,0.001681756,0.05312139,0.003654389,0.030465,0.142409,0.08561016,0.0001152039,0.02184001,0.03334138,0.00849342,0.01180798,0.1105918,0.000674768,0.0006614891,0.01292946,0.0009425654,0.04863873,0.003233622,0.01367192,0.00221343,0.01033796,0.01505423,0.01778015,0.01413603,0.04257766,0.1292359,0.0178119,0.003261453,0.002520134,0.002706587,0.01718823,0.005881436,0.0009412405,0.0003321396,0.02845961,0.003940108,0.004438385,0.05405301,0.02312188,0.01626702,0.008773982,0.007524745,0.06842084,0.007130414,0.0886279,0.01369197,0.0001178093,0.05586722,0.001499104,0.002496797,0.04802704,0.001827029,0.001388485,0.04365297,0.0234178,0.01123775,0.02661918,
037c3a16.jpg,0.006642994,0.2151616,0.05562989,0.0009740482,0.0193793,0.006178406,0.009852035,0.002250379,0.01851676,0.02981883,0.005008765,0.1615364,0.002708632,0.02928398,0.07069866,0.07849175,0.007726017,0.006435841,0.0339247,0.01920005,0.05445823,0.002797557,0.2542894,0.0008895025,0.001063558,0.02759263,0.008411889,0.02374436,0.01517523,0.01185894,0.002308802,0.08044929,0.07547738,0.0007518633,0.006019663,0.02077118,0.4271928,0.007450621,4.779843E-05,0.0001836297,0.02549569,0.05608004,0.04622374,8.469542E-05,0.00220463,0.02785465,0.04650766,0.007017767,0.03774273,0.01089836,0.0364474,0.02698567,0.0421228,0.01383695,0.03588627,0.001383502,0.02276521,0.003343411,0.0001843935,0.1472935,0.002375999,0.01637277,0.01144802,0.0470576,0.02278539,0.06615324,0.0005315096,0.0226295,0.06250644,0.004102624,0.003403304,0.05501007,0.004514511,0.03125431,0.1584029,0.0006631974,0.06718073,0.01255157,0.01328141,0.0005529149,0.0007863136,0.03106777,0.1561183,0.02723849,0.002895775,0.06297894,0.001135204,0.09690571,0.02515799,0.03530496,0.001117351,0.002542469,0.08309302,0.08997633,0.02503405,0.04857862,0.000412667,0.02018986,0.1021641,0.003749337,0.007301293,
038c3a16.jpg,0.003531222,0.119865,0.06776317,0.05947443,0.02228867,0.00581302,0.01406314,0.008628219,0.05610194,0.000522182,9.899816E-05,0.001894322,0.04843355,0.1606544,0.0130608,0.08049215,0.07941345,0.02425815,0.007852064,0.004926247,0.01788955,0.02424615,0.003407286,0.07136728,0.05016338,0.09980484,0.02684731,0.007216556,0.05639771,0.0008899036,0.0287691,0.08653303,0.04047505,0.04747225,0.0286247,0.01134788,0.01864531,0.1165281,0.1088219,0.03805015,0.005551923,0.05734781,0.0514998,0.2334299,0.005917288,0.04757274,0.005620051,0.01699205,0.004706777,0.002484699,0.004132198,0.004926187,0.003958064,0.03927142,0.07122122,0.002739666,0.01102225,0.005744415,0.01951332,0.003777037,0.0785161,0.002324474,0.002174329,0.008098531,0.016315,0.04102184,0.003444677,0.09094627,0.009480765,0.06745833,0.004311529,0.03290509,0.005036416,0.002615681,0.04248479,0.03372064,0.03994576,0.006425811,0.004100435,0.003466551,0.02022415,0.04782049,0.001418603,0.05412532,0.03118448,0.00549459,0.02753775,0.008673712,0.001051876,0.009520023,0.02639938,0.02514907,0.03148751,0.001290654,0.04416675,0.038954,0.001509611,0.0003802961,0.002929222,0.086656,0.02969568,
039c3a16.jpg,0.04766981,0.06631589,0.085353,0.06005824,0.002543763,0.008700239,0.006360465,0.001836789,0.1185103,0.02072846,0.01531085,0.003487093,0.1033062,0.06268426,0.1735226,0.05227004,0.006499814,0.02284355,0.001693103,0.001826628,0.008650236,0.03505577,0.1316,0.02738746,0.009422776,0.02609972,0.01817497,0.008282501,0.03823426,0.05299757,0.04146746,0.04694219,0.01132202,0.01175272,0.02229273,0.04611574,0.01312872,0.01900024,0.3993765,0.0626481,0.008834036,0.01645556,0.07804362,0.0155467,0.0410845,0.01628333,0.004332213,0.03042093,0.003237177,0.04449234,0.004543564,0.004981264,0.006186089,0.03016181,0.0971414,0.03601156,0.01588542,0.01056384,0.03235399,0.01259649,0.06346046,0.08965775,0.02060384,0.1032322,0.01829907,0.02737962,0.02183359,0.004362389,0.02666551,0.04451198,0.02011793,0.002115448,0.03288068,0.02796176,0.003336222,0.02222003,0.04918813,0.001466204,0.008503883,7.87393E-05,0.0483846,0.02251311,0.01066595,0.02882892,0.07308872,0.013531,0.01277757,0.01979876,0.06079194,0.005188398,0.05582036,0.03895738,0.006973911,0.05026184,0.1519605,0.0104637,0.12841,0.002588438,0.09039492,0.08355398,0.02709488,
041c3a16.jpg,0.01662748,0.02073247,0.04525278,0.007776076,0.03442465,0.00855587,0.003531,0.06175981,0.03560477,0.02562724,0.05458148,0.02741617,0.02616164,0.0412011,0.01735236,0.003039351,0.005217439,0.0004854275,0.06394678,0.08844429,0.08498396,0.02044864,0.02192583,0.004232397,0.0265979,0.00960682,0.0423154,0.02715861,0.03573696,0.001761852,0.02155348,0.0009131705,0.008055896,0.05259199,0.02631135,0.001762267,0.00244239,0.044303,0.009791334,0.002200362,0.5881534,0.003936713,0.0004917741,0.05863474,0.003176172,0.008934203,0.03346802,0.009396399,0.003385245,0.002472249,0.03160207,0.01490459,0.002104941,0.01925556,0.01379553,0.001460474,0.01427665,0.06601091,0.001064693,0.04374731,0.01363132,0.08464631,0.004339019,0.0118955,0.02409918,0.00768132,0.02638169,0.008337011,0.02351451,0.005647764,0.1011595,0.02447082,0.02906409,0.01130904,0.005846866,0.005461398,0.05289103,0.003342858,0.02124162,0.0005721676,0.07588066,0.05447375,0.01231625,0.01885908,0.07737654,0.002920886,0.02725251,0.003962202,0.01267573,0.1368779,0.006324944,0.02850045,0.04371865,0.05866127,0.001673778,0.1328516,0.05571181,0.001500311,0.01135267,0.005552355,0.0001557702,
042c3a16.jpg,0.009530375,0.006145315,0.009933494,0.01536908,0.0006087146,0.0005802918,0.05278379,0.01601675,0.1378369,0.002746474,0.06423923,0.13672,0.1300997,0.08528082,0.05020851,0.007167852,0.002382506,0.00340034,0.06225389,0.02577958,0.04465826,0.001236549,0.0772562,0.009984042,0.006048216,0.004843563,0.02414856,0.05556824,0.01870239,0.007314248,0.01652027,0.003076645,0.01876037,0.0168065,0.01952711,0.04980774,0.06159736,0.00678644,0.1225531,0.005946103,0.01674287,0.4996068,0.008751879,0.009083576,0.01411342,0.1030835,0.01105006,0.05188054,0.001399778,0.08959548,0.002237672,0.003798573,0.01716587,0.02495864,0.01044962,0.09926406,0.006077519,0.001975478,0.009900115,0.03320855,0.07904891,0.03212601,0.01353476,0.004761734,0.04570195,0.04537954,0.006815145,0.02481127,0.01365808,0.0187865,0.0201391,0.01040695,0.009360598,0.03371326,0.01606643,0.05526878,0.02826841,0.0001336056,0.0100441,0.003619191,0.0007434185,0.02393605,0.04226402,0.03420445,0.006865496,0.007563127,0.005187891,0.0001185318,0.003487476,0.00333543,0.01087464,0.07023887,0.006011115,0.01485055,0.2038529,0.01742411,0.003599286,0.02719575,0.002259289,0.007882671,0.008859336,
043c3a16.jpg,0.001410466,0.05950834,0.03403081,0.01514926,0.002549057,0.0002774881,0.006954202,0.01544643,0.06068621,0.005856273,0.01279265,0.01238712,0.02445034,0.04442147,0.09867102,0.001738677,0.02395694,0.01457752,0.002226399,0.06391492,0.005751295,0.01584416,0.008318678,0.001618299,0.01840124,0.0394887,0.04334095,0.01786153,0.02920155,0.004704715,0.002573907,0.00796703,0.01370689,0.007706327,0.03891509,0.05559654,0.005066406,0.02397687,0.07127576,0.03378057,0.008195291,0.04045829,0.2265958,0.02945868,0.004408234,0.08213349,0.08952568,0.03354941,0.05414893,0.007672266,0.00732982,0.005250801,0.05574669,0.08196782,0.009068596,0.003716151,0.01591345,0.02229924,0.006944301,0.006435589,0.0315555,0.02785343,0.08442,0.004593691,0.001742826,0.02289422,0.004704576,0.001698826,0.01882971,0.003838415,0.03773407,0.1301629,0.1653854,0.00984565,0.01049598,0.04182881,0.01093325,0.001910905,0.01458172,0.01298248,0.02972669,0.007226769,0.01369808,0.03542735,0.0006476105,0.01026394,0.01094403,0.00244285,0.06642247,0.02102106,0.02449775,0.06996796,0.003187763,0.02036236,0.06307279,0.06736807,0.03115912,0.0626865,0.04290172,0.06426078,0.003450026,
044c3a16.jpg,0.002713682,0.0005251022,0.007794293,0.01057987,0.00190195,0.0342189,0.005881815,0.008533209,0.02604742,0.009024877,0.005156669,0.002944521,0.003404065,0.009410411,0.007439693,0.005683526,0.01128582,0.0004969183,0.004180883,0.02006706,0.002419532,0.0001156429,0.04961063,0.0244806,0.1548197,0.001787221,0.02742317,0.001358263,0.01056347,0.01166786,0.003357977,0.01929827,0.008058722,0.04330079,0.006116554,0.06474338,0.008892,0.01792786,0.08570516,0.03878044,0.0009635576,0.02708113,0.0003088482,0.4444156,0.06904396,0.09049431,0.01416332,0.008053489,0.0462371,0.01193256,0.009185652,0.00814009,0.02172819,0.02951559,0.02640635,0.001369127,0.03859182,0.01415107,0.06508581,0.0009934532,0.009393367,0.01055868,0.000589332,0.02471866,0.1886129,0.01076021,0.004259286,0.01154794,0.0005143056,0.01043531,0.006965647,0.01484342,0.03426427,0.1073262,0.0004169994,0.2214965,0.05246024,0.02603884,0.0009903504,0.01314273,0.01412428,0.03556247,0.004258174,0.07009149,0.03501498,0.01834464,0.01154201,0.009936605,0.00527928,0.002356657,0.01628396,0.01574949,0.0007184783,0.003470156,0.06163703,0.0129833,0.02484577,0.0002707169,0.0009314573,0.03254419,0.00521908,
045c3a16.jpg,0.0007371038,0.09711347,0.01576381,0.01309083,0.005036353,0.002903244,0.006949591,0.03667146,0.007816259,0.01163084,0.01940938,0.01032319,0.00379361,0.0202498,0.02416722,0.0008489154,0.0448122,0.03344996,0.009725771,0.08493882,0.0117467,0.07923862,0.03844574,0.08474013,0.009687676,0.007751324,0.001568451,0.002195277,0.03407153,0.01224402,0.009873909,0.003671268,0.007262186,0.03250076,0.01076433,0.04433145,0.002125539,0.0004724307,0.09062809,0.05996651,0.0062538,0.01338944,0.008469031,0.02457108,0.2835049,0.001578713,0.02629466,0.06562253,6.608017E-05,0.07172729,0.01669488,0.01486462,0.07000731,0.0006389234,0.0501985,0.003718482,0.02886397,0.01231235,0.01175521,0.04061813,0.02294892,0.01564299,0.01257056,0.01219557,0.01328265,0.06159734,0.003229293,0.02225604,0.008760228,0.06042265,0.001876564,0.002440158,0.07167891,0.01975673,0.001937204,0.006580654,0.05800679,0.02483715,0.002152158,0.0007978156,0.007418189,0.1069028,0.004870634,0.01600525,0.04913448,8.819369E-05,0.02452509,0.07295948,3.983401E-05,0.01735337,0.02542765,0.04523399,9.365409E-06,0.02483321,0.07647533,0.005587841,0.02172393,0.0559725,0.02910474,0.05568892,0.002251633,
